id,chronological_order,working_title,one_line_summary,life_stage,story_arc,characters,locations,themes,source_tier,primary_work,primary_book,primary_chapter,verse_range,festival_tags,age_sensitivity,estimated_story_strength,visual_potential,independent_story_score,source_confidence,variant_notes
DKS_0225,225,"Krishna Sends Narada to Ask Indra for the Parijata || Krishna asks Narada to request the Parijata tree from Indra as a brotherly favour, and warns that if refused he will come himself to seize it.","Krishna asks Narada to request the Parijata tree from Indra as a brotherly favour, and warns that if refused he will come himself to seize it.",dwaraka,narakasura_and_gods,Krishna; Narada; Indra,Dwaraka,envoy; brotherhood; ultimatum,A,"Harivamsha (Dutt, Gutenberg #61937)",1,125,,,all,3,3,3,4,
DKS_0226,226,"Indra Refuses and Challenges Krishna || Narada relays Krishna's demand; Indra, recounting past grievances, refuses to part with the Parijata tree unless conquered in battle and sends back a challenge.","Narada relays Krishna's demand; Indra, recounting past grievances, refuses to part with the Parijata tree unless conquered in battle and sends back a challenge.",dwaraka,narakasura_and_gods,Indra; Narada; Krishna,heaven,refusal; challenge; fraternal-rift,A,"Harivamsha (Dutt, Gutenberg #61937)",1,127,,,all,3,3,3,4,
DKS_0227,227,Indra and the Gods Contend with Krishna over the Parijata,"The garden-keepers alert Indra, who rides out on Airavata and demands Krishna return the Parijata, challenging him to battle for it.",dwaraka,narakasura_and_gods,Krishna; Indra; Jayanta,Nandana forest; eastern gate of heaven,confrontation; pride; battle,A,"Harivamsha (Dutt, Gutenberg #61937)",1,220,,,all,4,5,4,4,VP: Krishna disarms all the gods with his discus and spares Indra; Harivamsha: Indra rides Airavata and challenges Krishna to battle.
DKS_0228,228,"Satyaki Fights the Brahmana Pravara; Garuda Strikes Him Down || Satyaki duels the twice-born warrior Pravara, who repeatedly disarms him; when Pravara tries to seize the Parijata, Garuda's wing-blow hurls him and his car four miles back.","Satyaki duels the twice-born warrior Pravara, who repeatedly disarms him; when Pravara tries to seize the Parijata, Garuda's wing-blow hurls him and his car four miles back.",dwaraka,narakasura_and_gods,Satyaki; Pravara; Garuda; Pradyumna,sky over Nandana,duel; Brahmana-warrior; loyalty,A,"Harivamsha (Dutt, Gutenberg #61937)",1,220,,,mild_violence,3,4,3,4,
DKS_0229,229,"Garuda Fells Airavata from Heaven || Garuda fights Indra's elephant Airavata, striking it with claws and talons until the wounded elephant falls from the heights of heaven onto the Parijatra mountain.","Garuda fights Indra's elephant Airavata, striking it with claws and talons until the wounded elephant falls from the heights of heaven onto the Parijatra mountain.",dwaraka,narakasura_and_gods,Garuda; Airavata; Krishna; Indra,heaven; Parijatra mountain,battle; bird vs elephant; strength,A,"Harivamsha (Dutt, Gutenberg #61937)",1,220,,,mild_violence,4,4,4,4,
DKS_0230,230,"Krishna Worships Shiva and Wins His Boon || Pausing the fight at nightfall, Krishna performs ablutions in the Ganga, eulogizes Shiva with a hymn, and Shiva appears with Uma, granting that he shall carry away the Parijata and remain invincible.","Pausing the fight at nightfall, Krishna performs ablutions in the Ganga, eulogizes Shiva with a hymn, and Shiva appears with Uma, granting that he shall carry away the Parijata and remain invincible.",dwaraka,narakasura_and_gods,Krishna; Shiva (Mahadeva); Uma; Ganga,Parijatra mountain; river Ganga,devotion; hymn; boon,A,"Harivamsha (Dutt, Gutenberg #61937)",1,221,,,all,3,3,3,4,
DKS_0231,231,Shiva Reveals the Danava Stronghold of Satpura || Shiva tells Krishna of the Danavas hidden in the Satpura stronghold beneath the mountain — invincible to the gods by Brahma's boon — and Krishna is enshrined on the Parijatra mountain.,Shiva tells Krishna of the Danavas hidden in the Satpura stronghold beneath the mountain — invincible to the gods by Brahma's boon — and Krishna is enshrined on the Parijatra mountain.,dwaraka,narakasura_and_gods,Krishna; Shiva (Mahadeva); Danavas,Satpura stronghold; Parijatra mountain,revelation; hidden enemies; shrine,A,"Harivamsha (Dutt, Gutenberg #61937)",1,221,,,all,3,3,3,4,
DKS_0232,232,Krishna Brings the Parijata to Satyabhama in Dvaraka,"Aditi grants Krishna the Parijata for Satyabhama's rite on condition of its return; Krishna plants it at Raivataka and carries it into Dwarka, where Satyabhama receives it joyfully.",dwaraka,narakasura_and_gods,Krishna; Aditi; Satyabhama; Satyaki; Pradyumna,Dwarka; Raivataka mountain,gift; marital devotion; wonder,A,"Harivamsha (Dutt, Gutenberg #61937)",1,222,,,all,4,4,4,4,Harivamsha: Aditi grants it on condition of return; VP: planted in Satyabhama's garden.
DKS_0233,233,"Kashyapa and Aditi Reconcile Krishna and Indra || Sent by Brahma, the parents Kashyapa and Aditi halt the battle, and the two 'brothers' lay down their arms, bathe in the Jahnvi, and are reconciled.","Sent by Brahma, the parents Kashyapa and Aditi halt the battle, and the two 'brothers' lay down their arms, bathe in the Jahnvi, and are reconciled.",dwaraka,narakasura_and_gods,Krishna; Indra; Kashyapa; Aditi; Brahma,battlefield; river Jahnvi,reconciliation; family; peace,A,"Harivamsha (Dutt, Gutenberg #61937)",1,222,,,all,3,2,3,4,
DKS_0234,234,"Satyabhama's Punyaka Rite and the Gift to Narada || Satyabhama binds Krishna to the Parijata, dedicates him to the sage Narada, and gifts gold, kine and jewels; Narada releases him for a fee, and Satyabhama distributes celestial garments to the sixteen thousand wives.","Satyabhama binds Krishna to the Parijata, dedicates him to the sage Narada, and gifts gold, kine and jewels; Narada releases him for a fee, and Satyabhama distributes celestial garments to the sixteen thousand wives.",dwaraka,narakasura_and_gods,Satyabhama; Krishna; Narada,Dwarka,rite; generosity; playful devotion,A,"Harivamsha (Dutt, Gutenberg #61937)",1,223,,,all,3,3,3,4,
DKS_0235,235,"Krishna Returns the Parijata and Vows to Destroy the Danavas || After a year of festival, Krishna returns the Parijata to heaven, and before Indra vows to slay, within ten days, the Danavas that the gods cannot kill.","After a year of festival, Krishna returns the Parijata to heaven, and before Indra vows to slay, within ten days, the Danavas that the gods cannot kill.",dwaraka,narakasura_and_gods,Krishna; Indra; Aditi; Kashyapa; Shiva,heaven; Dwarka,vow; promise; return,A,"Harivamsha (Dutt, Gutenberg #61937)",1,223,,,all,3,2,3,4,
DKS_0236,236,"The Danavas Demand a Share of Brahmadatta's Yajna || At the Brahmana Brahmadatta's year-long sacrifice in Shatpura, the Danava Nikumbha and his kin demand Soma, jewels and the Brahmana's daughters, threatening to disrupt the rite.","At the Brahmana Brahmadatta's year-long sacrifice in Shatpura, the Danava Nikumbha and his kin demand Soma, jewels and the Brahmana's daughters, threatening to disrupt the rite.",dwaraka,narakasura_and_gods,Brahmadatta; Nikumbha; Danavas; Vasudeva; Devaki,Shatpura; bank of river Avarta,sacrilege; demand; threat,A,"Harivamsha (Dutt, Gutenberg #61937)",1,230,,,all,3,3,3,4,
DKS_0237,237,"Narada Incites the Kings to Aid the Asuras || Narada, foreseeing a clash at the crowded sacrifice, prompts the Asuras to bribe the assembled kings with jewels and maidens so they will fight the Yadavas — while warning the Pandavas to hold back.","Narada, foreseeing a clash at the crowded sacrifice, prompts the Asuras to bribe the assembled kings with jewels and maidens so they will fight the Yadavas — while warning the Pandavas to hold back.",dwaraka,narakasura_and_gods,Narada; Nikumbha; kings; Pandavas,Shatpura,instigation; politics; conflict,A,"Harivamsha (Dutt, Gutenberg #61937)",1,230,,,all,2,2,2,4,
DKS_0238,238,"Nikumbha Imprisons the Yadava Heroes by Maya || Using his illusive powers, Nikumbha carries Anadhrishti, Kritavarma, Charudeshna and many other Yadavas one by one into the Shatpura cave and imprisons them, enraging Krishna and Baladeva.","Using his illusive powers, Nikumbha carries Anadhrishti, Kritavarma, Charudeshna and many other Yadavas one by one into the Shatpura cave and imprisons them, enraging Krishna and Baladeva.",dwaraka,narakasura_and_gods,Nikumbha; Anadhrishti; Kritavarma; Krishna; Baladeva,Shatpura cave,illusion (maya); captivity; rage,A,"Harivamsha (Dutt, Gutenberg #61937)",1,231,,,mild_violence,3,3,3,4,
DKS_0239,239,"Krishna Routs the Asuras with the Sarnga Bow || Krishna, with his Sarnga bow, consumes the Danava host like fire on grass, while Jayanta and Pravara slay from the sky every Asura who tries to escape upward.","Krishna, with his Sarnga bow, consumes the Danava host like fire on grass, while Jayanta and Pravara slay from the sky every Asura who tries to escape upward.",dwaraka,narakasura_and_gods,Krishna; Jayanta; Pravara; Asuras,Shatpura battlefield,battle; divine bow; rout,A,"Harivamsha (Dutt, Gutenberg #61937)",1,231,,,mild_violence,4,4,4,4,
DKS_0240,240,"Krishna Distributes the Spoils and Grants Shatpura to Brahmadatta || After the victory, Krishna gives the Daitya maidens to the Yadavas, jewels and raiment to the kings, six thousand chariots to the Pandavas, and the city of Shatpura to Brahmadatta.","After the victory, Krishna gives the Daitya maidens to the Yadavas, jewels and raiment to the kings, six thousand chariots to the Pandavas, and the city of Shatpura to Brahmadatta.",dwaraka,narakasura_and_gods,Krishna; Brahmadatta; Pandavas; Yadavas,Shatpura,spoils; generosity; restoration,A,"Harivamsha (Dutt, Gutenberg #61937)",1,232,,,all,3,3,3,4,
DKS_0241,241,"Krishna Brings the Celestial Chhalikya Song to the Yadavas || Krishna stages a music soiree: Narada plays the vina, Krishna dances the Hallishaka with his flute, and the Apsaras Rambha and Urvashi perform, as the celestial Chhalikya song is brought down for mankind.","Krishna stages a music soiree: Narada plays the vina, Krishna dances the Hallishaka with his flute, and the Apsaras Rambha and Urvashi perform, as the celestial Chhalikya song is brought down for mankind.",dwaraka,narakasura_and_gods,Krishna; Narada; Arjuna; Rambha; Urvashi; Pradyumna,ocean boats,music; celestial song; festival,A,"Harivamsha (Dutt, Gutenberg #61937)",1,236,,,all,2,3,2,4,
DKS_0242,242,"Krishna Destroys a Body of Nikumbha with the Discus || As Nikumbha's illusion fills earth and sky with a thousand of his forms, Krishna, perceiving the true form with celestial wisdom, cuts off its head with his discus and frees the abducted Arjuna.","As Nikumbha's illusion fills earth and sky with a thousand of his forms, Krishna, perceiving the true form with celestial wisdom, cuts off its head with his discus and frees the abducted Arjuna.",dwaraka,narakasura_and_gods,Krishna; Nikumbha; Arjuna; Pradyumna,Shatpura; sky,illusion (maya); discus; true sight,A,"Harivamsha (Dutt, Gutenberg #61937)",1,237,,,mild_violence,4,4,4,4,
DKS_0243,243,"Vajranabha Wins His Boon and Demands the Three Worlds || By austerities on Sumeru, the Asura Vajranabha wins from Brahma the unconquerable city Vajra and immunity from the gods, then challenges Indra for the sovereignty of the three worlds.","By austerities on Sumeru, the Asura Vajranabha wins from Brahma the unconquerable city Vajra and immunity from the gods, then challenges Indra for the sovereignty of the three worlds.",dwaraka,narakasura_and_gods,Vajranabha; Brahma; Indra; Kashyapa,mount Sumeru; city Vajra,boon; ambition; challenge,A,"Harivamsha (Dutt, Gutenberg #61937)",1,238,,,all,3,3,3,4,
DKS_0244,244,"The Yadavas Enter Vajra Disguised as Actors || Disguised as actors, the Yadavas enter Vajranabha's impenetrable city and perform the Ramayana and Rambhabhisara so skilfully that the Danavas shower them with jewels until their own wealth is drained.","Disguised as actors, the Yadavas enter Vajranabha's impenetrable city and perform the Ramayana and Rambhabhisara so skilfully that the Danavas shower them with jewels until their own wealth is drained.",dwaraka,narakasura_and_gods,Pradyumna; Gada; Shamba; Vajranabha; Danavas,city Vajra,disguise; performance; deception,A,"Harivamsha (Dutt, Gutenberg #61937)",1,240,,,all,3,4,3,4,
DKS_0245,245,"Kashyapa Warns Vajranabha, Who Marches on Heaven || After Kashyapa's sacrifice, Vajranabha rejects his father's warning that he cannot vanquish Indra and sets out with his kinsmen to conquer the celestial region.","After Kashyapa's sacrifice, Vajranabha rejects his father's warning that he cannot vanquish Indra and sets out with his kinsmen to conquer the celestial region.",dwaraka,narakasura_and_gods,Vajranabha; Kashyapa; Indra,Kashyapa's sacrifice; city Vajra,defiance; warning; ambition,A,"Harivamsha (Dutt, Gutenberg #61937)",1,243,,,all,3,2,3,4,
DKS_0246,246,"Krishna Returns to Dwarka and Honors Naraka's Captive Maidens || Krishna re-enters Dwarka with the Parijata and the treasure-mountain, blows the Panchajanya to the citizens' joy, and honors the maidens freed from Naraka's house with garments, riches and homes.","Krishna re-enters Dwarka with the Parijata and the treasure-mountain, blows the Panchajanya to the citizens' joy, and honors the maidens freed from Naraka's house with garments, riches and homes.",dwaraka,narakasura_and_gods,Krishna; Pradyumna; Satyabhama; Rukmini; Devaki,Dwarka,triumph; reception; compassion,A,"Harivamsha (Dutt, Gutenberg #61937)",1,246,,,all,3,3,3,4,
DKS_0247,247,"Jvara Consumes Baladeva; Krishna Saves Him || The fever-demon Jvara, with three legs, three heads and six arms, hurls a burning weapon that consumes Baladeva; Krishna embraces his brother and by his touch saves him from being burnt.","The fever-demon Jvara, with three legs, three heads and six arms, hurls a burning weapon that consumes Baladeva; Krishna embraces his brother and by his touch saves him from being burnt.",dwaraka,narakasura_and_gods,Jvara; Baladeva; Krishna,Sonitpura battlefield,fever-demon; burning weapon; brotherly rescue,A,"Harivamsha (Dutt, Gutenberg #61937)",1,270,,,mild_violence,4,4,4,4,
DKS_0248,248,"Krishna Grapples with Jvara || Krishna challenges Jvara and, bearing the demon's burning weapon and blows, grinds him with his arms in a fearful struggle.","Krishna challenges Jvara and, bearing the demon's burning weapon and blows, grinds him with his arms in a fearful struggle.",dwaraka,narakasura_and_gods,Krishna; Jvara,Sonitpura battlefield,single combat; endurance; strength,A,"Harivamsha (Dutt, Gutenberg #61937)",1,270,,,mild_violence,3,3,3,4,
DKS_0249,249,"Jvara Possesses Krishna; Krishna Expels Him || The released Jvara enters Krishna's body and enfeebles him; Krishna creates a dreadful counter-Jvara from his own energy, which seizes and drags the fever out of his body.","The released Jvara enters Krishna's body and enfeebles him; Krishna creates a dreadful counter-Jvara from his own energy, which seizes and drags the fever out of his body.",dwaraka,narakasura_and_gods,Krishna; Jvara,Sonitpura battlefield,possession; counter-creation; expulsion,A,"Harivamsha (Dutt, Gutenberg #61937)",1,271,,,mild_violence,3,4,3,4,
DKS_0250,250,"Krishna Spares Jvara and Grants Him Boons || Commanded by an invisible voice, Krishna spares Jvara and grants him boons — that he alone be the world's fever, divided into forms to afflict beasts, plants and mankind.","Commanded by an invisible voice, Krishna spares Jvara and grants him boons — that he alone be the world's fever, divided into forms to afflict beasts, plants and mankind.",dwaraka,narakasura_and_gods,Krishna; Jvara,Sonitpura battlefield,mercy; boon; dominion over fever,A,"Harivamsha (Dutt, Gutenberg #61937)",1,271,,,all,3,2,3,4,
DKS_0251,251,"Shiva and Kartikeya Enter the Battle for Vana || As Vana's army flees, Shiva, eyes red with anger, ascends his lion-drawn car surrounded by his ghostly host, and Kartikeya joins him to protect Vana.","As Vana's army flees, Shiva, eyes red with anger, ascends his lion-drawn car surrounded by his ghostly host, and Kartikeya joins him to protect Vana.",dwaraka,narakasura_and_gods,Shiva; Kartikeya; Krishna; Vana,Sonitpura battlefield,divine intervention; ghostly host; protecting Vana,A,"Harivamsha (Dutt, Gutenberg #61937)",1,272,,,mild_violence,4,4,3,4,
DKS_0252,252,"Kottavi Intervenes to Save Kartikeya || As Krishna raises his discus against Kartikeya, the naked goddess Kottavi, sent by Mahadeva, intervenes, and Krishna, unable to strike before her, puts away his discus.","As Krishna raises his discus against Kartikeya, the naked goddess Kottavi, sent by Mahadeva, intervenes, and Krishna, unable to strike before her, puts away his discus.",dwaraka,narakasura_and_gods,Krishna; Kottavi (Lamva); Kartikeya; Shiva,Sonitpura battlefield,divine intercession; mercy; goddess,A,"Harivamsha (Dutt, Gutenberg #61937)",1,274,,,all,3,3,3,4,
